entailment	wmf	lmf	lpf	b2f	b3f	b4f	tdf
YES	0.37523711204	0.785714285714	0.0	0.4	0.222222222222	0.125	0.62626781643
NO	0.0573113875383	0.6875	0.0	0.25	0.0909090909091	0.0	0.377789696064
YES	0.69304149367	1.0	0.0	0.666666666667	0.4	0.0	1.0
YES	1.0	1.0	0.0	1.0	1.0	1.0	1.0
NO	0.519239289235	0.888888888889	0.0	0.2	0.0	0.0	0.886504753899
YES	0.805001597048	0.875	0.0	0.608695652174	0.545454545455	0.47619047619	0.961837317576
YES	0.428937698098	0.727272727273	0.0	0.142857142857	0.0	0.0	0.381087149735
NO	0.125479709835	0.380952380952	0.0	0.0	0.0	0.0	0.027787219878
YES	0.619930108361	0.823529411765	0.0	0.461538461538	0.25	0.0	0.923089180788
YES	0.818320256427	0.882352941176	0.0	0.692307692308	0.5	0.272727272727	0.882308245559
YES	0.399880897947	0.909090909091	0.0	0.285714285714	0.0	0.0	0.413674151732
NO	0.453037552389	0.7	0.0	0.166666666667	0.0	0.0	0.611010477443
NO	0.0012060374968	0.75	0.0	0.0	0.0	0.0	0.247582133402
NO	0.325057471264	0.777777777778	0.0	0.2	0.0	0.0	0.772825490159
YES	0.0123119015048	0.444444444444	0.0	0.2	0.0	0.0	0.0442623445179
YES	0.385389470861	0.62962962963	0.0	0.222222222222	0.117647058824	0.0625	0.287558778779
NO	0.0190477682647	0.285714285714	0.0	0.0	0.0	0.0	0.0354429599604
NO	0.107876945613	0.461538461538	0.0	0.111111111111	0.0	0.0	0.174771459428
YES	0.904066442844	0.916666666667	0.0	0.25	0.142857142857	0.0	0.455825172326
NO	0.12187142513	0.583333333333	0.0	0.125	0.0	0.0	0.299669653517
NO	0.00123372369498	0.5	0.0	0.0	0.0	0.0	0.205060958542
NO	0.602635598859	0.857142857143	0.0	0.555555555556	0.375	0.142857142857	0.71087323232
YES	0.00329229993059	0.75	0.0	0.125	0.0	0.0	0.399784765763
YES	0.211207793303	0.636363636364	0.0	0.142857142857	0.0	0.0	0.367389394541
YES	0.181125749171	0.785714285714	0.0	0.1	0.0	0.0	0.403854876972
YES	0.032122373416	0.818181818182	0.0	0.142857142857	0.0	0.0	0.443116081907
YES	0.727021100429	0.928571428571	0.0	0.5	0.222222222222	0.125	0.561118478509
YES	0.246380857666	0.941176470588	0.0	0.583333333333	0.363636363636	0.2	0.87361182658
NO	0.48188790187	0.75	0.0	0.25	0.142857142857	0.0	0.246051461297
YES	0.720239267357	1.0	0.0	0.777777777778	0.625	0.571428571429	0.742322177473
YES	0.216959434642	0.75	0.0	0.0	0.0	0.0	0.383317657481
YES	0.0393234855828	0.75	0.0	0.0	0.0	0.0	0.277866599654
NO	0.123229394186	0.818181818182	0.0	0.142857142857	0.0	0.0	0.482337822201
NO	0.0399414837873	0.777777777778	0.0	0.0	0.0	0.0	0.58855204211
YES	0.528355153757	0.611111111111	0.0	0.214285714286	0.0769230769231	0.0	0.517397296263
YES	0.0393234855828	0.625	0.0	0.0	0.0	0.0	0.407920254396
NO	0.168959426972	0.591836734694	0.0	0.15625	0.0322580645161	0.0	0.0742287611747
YES	0.219243862425	0.428571428571	0.0	0.0	0.0	0.0	0.150719607052
NO	0.361979857527	0.636363636364	0.0	0.0	0.0	0.0	0.777940855961
YES	0.138574213563	0.619047619048	0.0	0.0714285714286	0.0	0.0	0.287720116797
YES	0.704336146867	0.818181818182	0.0	0.285714285714	0.0	0.0	0.928828201167
NO	0.643879001984	0.7	0.0	0.166666666667	0.0	0.0	0.392383288224
YES	0.495370977851	0.666666666667	0.0	0.333333333333	0.25	0.142857142857	0.693553814384
NO	0.680488787247	0.833333333333	0.0	0.25	0.0	0.0	0.902973163409
YES	0.545635222275	0.666666666667	0.0	0.333333333333	0.0909090909091	0.0	0.265947626692
NO	0.386511093199	0.529411764706	0.0	0.0769230769231	0.0	0.0	0.216223491072
YES	0.487902274336	0.866666666667	0.0	0.5	0.333333333333	0.25	0.776044276579
YES	0.528804712646	0.833333333333	0.0	0.428571428571	0.153846153846	0.0833333333333	0.2339446205
NO	0.935787828143	0.818181818182	0.0	0.571428571429	0.333333333333	0.2	0.786819375239
YES	0.597676910283	0.888888888889	0.0	0.2	0.0	0.0	0.908275131405
YES	0.322869294363	0.8125	0.0	0.583333333333	0.454545454545	0.3	0.366381077189
NO	0.0392842753013	0.7	0.0	0.0	0.0	0.0	0.272549385919
YES	0.508791390879	0.8125	0.0	0.636363636364	0.6	0.555555555556	0.712890098916
NO	0.0931015143017	0.5	0.0	0.0	0.0	0.0	0.12546645076
NO	0.143122056392	0.533333333333	0.0	0.0	0.0	0.0	0.284830202418
YES	0.528480826248	0.888888888889	0.0	0.6	0.5	0.333333333333	0.7203820631
YES	1.0	1.0	0.0	1.0	1.0	1.0	1.0
YES	1.0	1.0	0.0	0.5	0.222222222222	0.0	0.693227906718
NO	0.183614320837	0.727272727273	0.0	0.285714285714	0.0	0.0	0.756356431678
NO	0.422997679199	0.35	0.0	0.1	0.0	0.0	0.143967461595
YES	0.576831127114	0.916666666667	0.0	0.375	0.142857142857	0.0	0.744390628765
NO	0.000551852952413	0.625	0.0	0.0	0.0	0.0	0.209394648758
YES	0.116218373011	0.642857142857	0.0	0.2	0.0	0.0	0.382253521968
NO	0.901339463764	0.727272727273	0.0	0.142857142857	0.0	0.0	0.466041458481
NO	0.966452436378	0.733333333333	0.0	0.454545454545	0.4	0.333333333333	0.82468801331
YES	0.600119102053	1.0	0.0	0.428571428571	0.0	0.0	0.552551173065
YES	0.61159537155	0.75	0.0	0.25	0.0909090909091	0.0	0.377449338696
NO	0.0895701616053	0.75	0.0	0.0	0.0	0.0	0.463751368805
NO	0.486448019334	0.567567567568	0.0	0.387096774194	0.3	0.206896551724	0.267877802856
NO	0.338110616148	0.571428571429	0.0	0.0666666666667	0.0	0.0	0.375921368002
YES	0.666259335782	0.846153846154	0.0	0.444444444444	0.25	0.0	0.386040550237
YES	0.694193924793	0.923076923077	0.0	0.777777777778	0.625	0.571428571429	0.634594276306
NO	0.0740767703242	0.727272727273	0.0	0.285714285714	0.0	0.0	0.183708728952
YES	0.543921260922	0.777777777778	0.0	0.0	0.0	0.0	0.604453526152
NO	0.536329568472	1.0	0.0	0.75	0.428571428571	0.166666666667	0.706693082713
NO	0.80173595249	0.833333333333	0.0	0.5	0.285714285714	0.166666666667	0.972295936825
YES	0.332413276967	0.909090909091	0.0	0.428571428571	0.166666666667	0.0	0.575245507527
NO	0.632802627443	0.777777777778	0.0	0.714285714286	0.538461538462	0.416666666667	0.528241606635
YES	0.598325307962	0.7	0.0	0.166666666667	0.0	0.0	0.735150889188
NO	0.660829242799	0.6	0.0	0.0	0.0	0.0	0.141793337861
NO	0.591826146224	0.769230769231	0.0	0.222222222222	0.125	0.0	0.612562028884
NO	0.325380110388	1.0	0.0	0.714285714286	0.666666666667	0.6	0.866704291861
YES	0.402544229857	0.769230769231	0.0	0.333333333333	0.125	0.0	0.767754872901
YES	0.451634024618	0.642857142857	0.0	0.285714285714	0.166666666667	0.0	0.370452953419
YES	0.0776287760079	0.7	0.0	0.0	0.0	0.0	0.0908240852251
NO	0.168201696091	0.769230769231	0.0	0.333333333333	0.125	0.0	0.218665722837
NO	0.736954369282	0.727272727273	0.0	0.285714285714	0.166666666667	0.0	0.846679189626
YES	1.0	0.866666666667	0.0	0.909090909091	0.8	0.666666666667	0.845096158216
YES	0.0909117213879	0.818181818182	0.0	0.0	0.0	0.0	0.286721583668
NO	0.165038060294	0.473684210526	0.0	0.0	0.0	0.0	0.261836678387
YES	0.0630424230758	0.75	0.0	0.25	0.142857142857	0.0	0.40377384746
YES	0.729805058197	0.916666666667	0.0	0.375	0.142857142857	0.0	0.447536076037
NO	0.139084430146	0.414634146341	0.0	0.0322580645161	0.0	0.0	0.0564067909241
YES	0.467042994259	0.818181818182	0.0	0.142857142857	0.0	0.0	0.573403543474
NO	0.287356321839	0.545454545455	0.0	0.0	0.0	0.0	0.371314176577
NO	0.600122286762	0.769230769231	0.0	0.555555555556	0.375	0.285714285714	0.362305931145
NO	0.415013724044	0.769230769231	0.0	0.222222222222	0.125	0.0	0.715030597444
NO	0.00362248091693	0.6	0.0	0.166666666667	0.0	0.0	0.227306048514
NO	0.284954687231	0.636363636364	0.0	0.166666666667	0.0	0.0	0.331578957412
NO	0.449445095057	0.8	0.0	0.545454545455	0.4	0.333333333333	0.354950650738
NO	0.408508586202	0.833333333333	0.0	0.375	0.333333333333	0.285714285714	0.511957611988
YES	0.607607724544	0.75	0.0	0.25	0.0	0.0	0.455043950328
YES	0.475993211527	0.833333333333	0.0	0.25	0.0	0.0	0.470442250257
NO	0.7360215227	0.636363636364	0.0	0.571428571429	0.333333333333	0.2	0.311987610427
YES	0.400187441425	0.625	0.0	0.333333333333	0.0	0.0	0.231551629661
NO	0.331983162653	0.714285714286	0.0	0.333333333333	0.181818181818	0.1	0.236970533211
NO	0.745083497066	0.909090909091	0.0	0.285714285714	0.166666666667	0.0	0.653612823239
NO	0.217423203692	0.714285714286	0.0	0.1	0.0	0.0	0.12851699014
YES	0.368669180097	0.818181818182	0.0	0.571428571429	0.333333333333	0.2	0.714419477286
YES	0.196319655483	0.727272727273	0.0	0.142857142857	0.0	0.0	0.550025662049
YES	0.00238078941025	0.615384615385	0.0	0.125	0.0	0.0	0.12526756406
YES	0.322144017325	0.8	0.0	0.166666666667	0.0	0.0	0.738268406475
YES	0.95314194829	0.8	0.0	0.636363636364	0.5	0.444444444444	0.356718007803
YES	0.729594367012	0.947368421053	0.0	0.785714285714	0.692307692308	0.583333333333	0.553222327731
NO	0.240321508219	0.592592592593	0.0	0.0	0.0	0.0	0.235913417141
NO	0.327157809696	0.6875	0.0	0.12	0.0	0.0	0.287688561906
NO	0.010857730041	0.5	0.0	0.0	0.0	0.0	0.0659344331588
YES	0.275832952114	0.6	0.0	0.0909090909091	0.0	0.0	0.242727383715
YES	0.482379672156	0.888888888889	0.0	0.0	0.0	0.0	0.625544961701
NO	0.663123689792	0.769230769231	0.0	0.444444444444	0.25	0.0	0.691545764066
YES	0.50607969192	0.833333333333	0.0	0.4	0.315789473684	0.222222222222	0.52121801685
YES	0.666589234584	0.888888888889	0.0	0.2	0.0	0.0	0.751231282576
NO	0.625420875421	0.666666666667	0.0	0.2	0.0	0.0	0.285975474799
NO	0.209434430633	0.466666666667	0.0	0.0	0.0	0.0	0.326457300523
NO	0.587578116806	0.789473684211	0.0	0.6	0.5	0.384615384615	0.520321255653
NO	0.494732421227	0.583333333333	0.0	0.0	0.0	0.0	0.655321860372
YES	0.02651571921	0.666666666667	0.0	0.125	0.0	0.0	0.148762507693
NO	0.283093999652	0.5	0.0	0.25	0.142857142857	0.0	0.108560815667
NO	0.600212501726	0.888888888889	0.0	0.2	0.0	0.0	0.64297889425
NO	0.0	0.25	0.0	0.0	0.0	0.0	0.162428010422
YES	0.0615595075239	0.888888888889	0.0	0.4	0.25	0.0	0.387311458672
YES	0.359081920547	0.785714285714	0.0	0.5	0.333333333333	0.125	0.713363546421
NO	0.322536759138	0.909090909091	0.0	0.285714285714	0.0	0.0	0.684788337628
YES	0.144552236724	0.7	0.0	0.166666666667	0.0	0.0	0.553402182488
NO	0.691708796641	0.866666666667	0.0	0.545454545455	0.4	0.222222222222	0.650443480264
YES	0.0942750188487	0.9	0.0	0.0	0.0	0.0	0.734461640933
NO	0.333438469115	1.0	0.0	0.2	0.0	0.0	0.39576599552
YES	0.614498993445	1.0	0.0	0.666666666667	0.5	0.285714285714	0.900274291306
NO	0.0402172588397	0.357142857143	0.0	0.0434782608696	0.0	0.0	0.0331339619574
YES	0.121336182337	0.818181818182	0.0	0.0	0.0	0.0	0.444540698435
YES	0.325517274928	1.0	0.0	0.714285714286	0.666666666667	0.6	1.0
YES	0.662876434892	0.769230769231	0.0	0.333333333333	0.25	0.142857142857	0.741393787437
NO	0.00831785010659	0.416666666667	0.0	0.0	0.0	0.0	0.0363753623475
YES	0.116842611476	0.785714285714	0.0	0.3	0.111111111111	0.0	0.348068872016
YES	0.243074540247	0.4375	0.0	0.1	0.0	0.0	0.291943065869
YES	0.475135010622	0.692307692308	0.0	0.333333333333	0.25	0.142857142857	0.192480250917
NO	0.698481323513	0.888888888889	0.0	0.4	0.25	0.0	0.561883606372
YES	0.434471259296	0.6	0.0	0.333333333333	0.1	0.0526315789474	0.194842428212
NO	0.351563156118	1.0	0.0	0.428571428571	0.166666666667	0.0	0.764681811602
YES	0.569461469088	0.785714285714	0.0	0.3	0.222222222222	0.125	0.385698632847
NO	0.0271717656753	0.833333333333	0.0	0.25	0.142857142857	0.0	0.445452871375
NO	0.0415660444833	0.5	0.0	0.0	0.0	0.0	0.167479897077
YES	0.394118483284	0.666666666667	0.0	0.25	0.142857142857	0.0	0.324336275334
NO	0.527265123411	0.888888888889	0.0	0.2	0.0	0.0	0.581770359444
YES	0.506790968686	1.0	0.0	0.666666666667	0.375	0.142857142857	0.620389725795
NO	0.120426974247	0.636363636364	0.0	0.0	0.0	0.0	0.595772499836
NO	0.556034482759	0.875	0.0	0.5	0.333333333333	0.0	0.900581299115
YES	0.119061358035	0.916666666667	0.0	0.375	0.285714285714	0.166666666667	0.905969876254
YES	0.0943824625305	0.866666666667	0.0	0.272727272727	0.2	0.111111111111	0.436407991206
NO	0.491327763645	0.857142857143	0.0	0.4	0.222222222222	0.125	0.737051988683
YES	0.341262011224	1.0	0.0	0.25	0.0	0.0	0.48223784222
YES	0.121728438433	0.75	0.0	0.0	0.0	0.0	0.432005454061
YES	0.982137548909	0.875	0.0	0.75	0.636363636364	0.5	0.656343626386
YES	0.438696768428	0.705882352941	0.0	0.461538461538	0.25	0.181818181818	0.576507002623
YES	0.76104542626	1.0	0.0	0.75	0.571428571429	0.5	0.731156897972
YES	0.962219575221	0.846153846154	0.0	0.555555555556	0.375	0.285714285714	0.714345136921
YES	0.460105462894	0.928571428571	0.0	0.7	0.444444444444	0.375	0.752070233847
YES	0.0898814949863	0.461538461538	0.0	0.0	0.0	0.0	0.105753902408
YES	0.784358690495	0.888888888889	0.0	0.2	0.0	0.0	0.499007972234
NO	0.0767250356899	0.432432432432	0.0	0.212121212121	0.125	0.0645161290323	0.12589657604
YES	0.66408504726	0.823529411765	0.0	0.384615384615	0.333333333333	0.272727272727	0.434095705621
YES	0.0554858823334	0.7	0.0	0.0	0.0	0.0	0.72171319945
NO	0.324420252705	0.642857142857	0.0	0.3	0.111111111111	0.0	0.32756939023
NO	0.375701459035	0.777777777778	0.0	0.2	0.0	0.0	0.430486786472
YES	0.592289013268	0.857142857143	0.0	0.5	0.333333333333	0.25	0.531203347556
YES	0.630216501642	1.0	0.0	0.85	0.736842105263	0.666666666667	0.720413117314
YES	0.307130746435	0.545454545455	0.0	0.142857142857	0.0	0.0	0.496143868542
NO	0.435127181836	0.533333333333	0.0	0.0909090909091	0.0	0.0	0.0799622446721
NO	0.117692296946	0.285714285714	0.0	0.0454545454545	0.0	0.0	0.144927851815
NO	0.498740136415	0.5	0.0	0.0	0.0	0.0	0.0168869659048
NO	0.191846598611	0.916666666667	0.0	0.375	0.285714285714	0.166666666667	0.741362905325
YES	0.283410134917	0.888888888889	0.0	0.2	0.0	0.0	0.605524465626
YES	0.184640584633	0.833333333333	0.0	0.375	0.0	0.0	0.536163103036
NO	0.00878271561567	0.875	0.0	0.0	0.0	0.0	0.238830889204
NO	0.660703269587	0.666666666667	0.0	0.0	0.0	0.0	0.143683292621
NO	0.165317380139	0.7	0.0	0.333333333333	0.2	0.0	0.623488369672
NO	0.309795463479	0.538461538462	0.0	0.111111111111	0.0	0.0	0.501035703804
YES	0.818498610919	0.952380952381	0.0	0.722222222222	0.588235294118	0.4375	0.734804946277
NO	0.0735864012189	0.4	0.0	0.0	0.0	0.0	0.138407883401
NO	0.543025826042	1.0	0.0	0.5	0.4	0.25	0.7082835068
YES	0.733077861389	0.769230769231	0.0	0.444444444444	0.25	0.142857142857	0.848518731606
YES	0.0571041615452	0.466666666667	0.0	0.0	0.0	0.0	0.162201510241
NO	0.923385242371	0.857142857143	0.0	0.5	0.111111111111	0.0	0.575674281449
NO	0.610546962985	0.692307692308	0.0	0.333333333333	0.125	0.0	0.290951122014
NO	0.442930153322	0.75	0.0	0.0	0.0	0.0	0.33096417579
NO	0.0275292816472	0.51724137931	0.0	0.130434782609	0.0	0.0	0.045887721554
YES	0.00413387830515	0.6	0.0	0.0	0.0	0.0	0.232272287156
YES	0.520278245883	0.727272727273	0.0	0.384615384615	0.25	0.0909090909091	0.377589756897
NO	0.608743502209	0.583333333333	0.0	0.125	0.0	0.0	0.0807355982099
NO	0.0687028228216	0.421052631579	0.0	0.0	0.0	0.0	0.119172329115
NO	0.375404839026	0.833333333333	0.0	0.375	0.142857142857	0.0	0.830035667082
YES	0.764705882353	1.0	0.0	0.8	0.75	0.666666666667	1.0
NO	0.987067755829	0.818181818182	0.0	0.428571428571	0.166666666667	0.0	0.585570131525
YES	0.13829787234	0.875	0.0	0.0	0.0	0.0	0.535039044671
YES	0.660703269587	0.666666666667	0.0	0.2	0.0	0.0	0.143683292621
YES	0.404760705916	0.846153846154	0.0	0.333333333333	0.125	0.0	0.655102159618
NO	0.682113013499	0.888888888889	0.0	0.6	0.25	0.0	0.122157768978
NO	0.112141951287	0.642857142857	0.0	0.0	0.0	0.0	0.296753034841
NO	0.00558621113297	0.407407407407	0.0	0.0	0.0	0.0	0.0160379197195
YES	0.676246095399	0.9	0.0	0.166666666667	0.0	0.0	0.254643575494
YES	0.00328321456553	0.444444444444	0.0	0.142857142857	0.0	0.0	0.163392920433
YES	0.0726321191183	0.791666666667	0.0	0.352941176471	0.125	0.0	0.218164793874
NO	0.123913299744	0.56	0.0	0.151515151515	0.03125	0.0	0.135142724938
NO	0.375255796499	0.785714285714	0.0	0.3	0.0	0.0	0.492912712207
NO	0.473086984833	0.7	0.0	0.166666666667	0.0	0.0	0.381385834564
YES	0.0665434380776	0.777777777778	0.0	0.2	0.0	0.0	0.237276246272
YES	0.148039890214	0.8	0.0	0.125	0.0	0.0	0.777914339971
YES	0.772433449805	0.75	0.0	0.375	0.142857142857	0.0	0.475716467051
YES	0.300184477631	0.777777777778	0.0	0.0	0.0	0.0	0.244826426139
YES	0.00198258937426	0.666666666667	0.0	0.125	0.0	0.0	0.399784765763
YES	0.268163674163	0.68	0.0	0.333333333333	0.214285714286	0.153846153846	0.145242799535
YES	0.600945347648	0.9	0.0	0.5	0.2	0.0	0.909839075077
NO	0.169509612941	0.625	0.0	0.0	0.0	0.0	0.207610522232
YES	0.0924711481749	0.9	0.0	0.333333333333	0.2	0.0	0.657268705897
NO	0.704896768604	0.75	0.0	0.25	0.142857142857	0.0	0.781647738911
NO	0.829647738638	0.785714285714	0.0	0.7	0.555555555556	0.375	0.328016659243
YES	0.372780958504	0.818181818182	0.0	0.428571428571	0.333333333333	0.2	0.22803379695
YES	0.762052301153	1.0	0.0	0.714285714286	0.5	0.4	1.0
YES	0.419986565841	1.0	0.0	0.5	0.428571428571	0.333333333333	0.954725226016
NO	0.241237975742	0.666666666667	0.0	0.125	0.0	0.0	0.705180085582
YES	0.331194838411	0.7	0.0	0.166666666667	0.0	0.0	0.638008381212
NO	0.0423636294595	0.8	0.0	0.0	0.0	0.0	0.447621461819
YES	0.0	0.625	0.0	0.0	0.0	0.0	0.206928242522
NO	0.307496343815	0.5	0.0	0.047619047619	0.0	0.0	0.113062074885
YES	0.504681964506	0.909090909091	0.0	0.142857142857	0.0	0.0	0.750282291577
NO	0.598932282943	0.7	0.0	0.166666666667	0.0	0.0	0.569151030475
YES	0.846819115573	1.0	0.0	0.75	0.636363636364	0.5	0.799702653013
NO	0.0123119015048	0.444444444444	0.0	0.2	0.0	0.0	0.0427809831215
YES	0.426956604699	0.642857142857	0.0	0.3	0.222222222222	0.125	0.438746809567
YES	0.110071091119	0.7	0.0	0.333333333333	0.2	0.0	0.463543827582
NO	0.0	0.545454545455	0.0	0.0	0.0	0.0	0.258021965871
YES	0.588451532463	0.833333333333	0.0	0.25	0.142857142857	0.0	0.590953713907
NO	0.130350650847	0.642857142857	0.0	0.0666666666667	0.0344827586207	0.0	0.0647355097763
YES	0.520069884942	1.0	0.0	0.6	0.25	0.0	0.789631226037
NO	0.642266675687	0.928571428571	0.0	0.3	0.0	0.0	0.481770211276
NO	0.275791940237	0.448275862069	0.0	0.08	0.0	0.0	0.222004774717
YES	0.68687687948	0.739130434783	0.0	0.684210526316	0.555555555556	0.470588235294	0.494347131524
NO	0.368695819083	0.575757575758	0.0	0.25	0.185185185185	0.115384615385	0.120626222519
NO	0.855250357596	0.941176470588	0.0	0.615384615385	0.5	0.363636363636	0.795747930185
NO	0.239062153044	0.833333333333	0.0	0.5	0.285714285714	0.0	0.900454555673
YES	0.999302110632	0.857142857143	0.0	0.5	0.444444444444	0.375	0.453859695699
NO	0.00878271561567	0.5	0.0	0.5	0.333333333333	0.0	0.0310609127792
YES	0.119552108931	0.916666666667	0.0	0.25	0.142857142857	0.0	0.271337423557
YES	0.877804470172	0.636363636364	0.0	0.142857142857	0.0	0.0	0.396426678211
NO	0.199234374565	0.591836734694	0.0	0.166666666667	0.0857142857143	0.0	0.203883823363
YES	0.609284418286	0.909090909091	0.0	0.285714285714	0.0	0.0	0.760226646673
NO	0.259428860749	0.888888888889	0.0	0.0	0.0	0.0	0.722115251763
YES	0.451442930298	0.75	0.0	0.25	0.0	0.0	0.43164774813
NO	0.0931015143017	0.6	0.0	0.166666666667	0.0	0.0	0.176153083804
NO	0.0393234855828	0.75	0.0	0.0	0.0	0.0	0.664743380678
NO	0.210416835211	0.9	0.0	0.666666666667	0.6	0.5	0.806505910748
NO	0.940332289318	0.818181818182	0.0	0.285714285714	0.0	0.0	0.568721136493
NO	0.00214786903052	0.5	0.0	0.0	0.0	0.0	0.19916402954
NO	0.338550732707	0.7	0.0	0.142857142857	0.0	0.0	0.530124673431
NO	0.623060461533	0.909090909091	0.0	0.428571428571	0.333333333333	0.2	0.617416036491
YES	0.795401889416	0.928571428571	0.0	0.7	0.555555555556	0.5	0.917405625043
NO	0.571102227299	0.777777777778	0.0	0.2	0.0	0.0	0.939620850167
NO	0.557508886498	0.85	0.0	0.1	0.0	0.0	0.591977561626
NO	0.487074324422	1.0	0.0	0.555555555556	0.375	0.142857142857	0.891088679716
NO	0.0924711481749	0.9	0.0	0.166666666667	0.0	0.0	0.991193200152
NO	0.212808822943	0.466666666667	0.0	0.0434782608696	0.0	0.0	0.0481955381793
YES	0.104296253436	0.888888888889	0.0	0.2	0.0	0.0	0.785142922122
NO	0.476824406186	0.916666666667	0.0	0.25	0.0	0.0	0.557402177647
YES	0.666550451197	0.444444444444	0.0	0.0	0.0	0.0	0.00652902892303
YES	0.460022093966	0.571428571429	0.0	0.2	0.0	0.0	0.213765480056
YES	0.210416835211	1.0	0.0	0.333333333333	0.0	0.0	0.745978540954
NO	0.159466355431	0.589743589744	0.0	0.285714285714	0.222222222222	0.192307692308	0.178214867042
YES	0.56989116254	0.78125	0.0	0.434782608696	0.318181818182	0.190476190476	0.551129314834
NO	0.248842330216	0.714285714286	0.0	0.125	0.0	0.0	0.439235242988
YES	0.332772923269	0.777777777778	0.0	0.2	0.0	0.0	0.493090214164
YES	0.55572152432	0.933333333333	0.0	0.333333333333	0.25	0.142857142857	0.444230710543
YES	0.624284522401	0.818181818182	0.0	0.428571428571	0.333333333333	0.2	0.850820458983
YES	0.190694214335	0.214285714286	0.0	0.0	0.0	0.0	0.00113880854875
YES	0.332564624046	0.764705882353	0.0	0.5	0.454545454545	0.4	0.450354202688
YES	0.401012501136	0.826086956522	0.0	0.333333333333	0.142857142857	0.0769230769231	0.343820495776
YES	0.805000602215	0.846153846154	0.0	0.555555555556	0.375	0.142857142857	0.662334238847
YES	0.429160597679	0.928571428571	0.0	0.6	0.555555555556	0.5	0.725504656408
YES	0.625109831104	0.636363636364	0.0	0.428571428571	0.166666666667	0.0	0.134319037718
YES	0.839138183365	0.9375	0.0	0.5	0.272727272727	0.1	0.53456752242
NO	0.353768336995	0.529411764706	0.0	0.0	0.0	0.0	0.139695755584
YES	0.332736397136	0.8	0.0	0.333333333333	0.2	0.0	0.54400429303
NO	0.563238528053	0.909090909091	0.0	0.0	0.0	0.0	0.805217682012
NO	0.0393234855828	0.5	0.0	0.0	0.0	0.0	0.20396679712
NO	0.0	0.857142857143	0.0	0.0	0.0	0.0	0.500384938107
YES	0.500549450549	0.833333333333	0.0	0.375	0.285714285714	0.166666666667	0.445787772468
NO	0.570109919239	0.785714285714	0.0	0.4	0.222222222222	0.0	0.501177943233
NO	0.921095008052	0.846153846154	0.0	0.555555555556	0.375	0.142857142857	0.94302987278
YES	0.494993397539	0.666666666667	0.0	0.25	0.0666666666667	0.0	0.246429003368
YES	0.701778385773	0.444444444444	0.0	0.4	0.25	0.0	0.0442623445179
NO	0.273577729572	0.525	0.0	0.161290322581	0.0666666666667	0.0344827586207	0.313272975634
YES	0.500641235759	1.0	0.0	0.571428571429	0.333333333333	0.2	0.783196378827
YES	0.599633961308	0.818181818182	0.0	0.285714285714	0.0	0.0	0.769433663763
NO	0.123006958686	0.433333333333	0.0	0.0454545454545	0.0	0.0	0.265391136404
NO	0.203298806474	1.0	0.0	0.6	0.5	0.333333333333	0.528235947444
YES	0.452248666673	0.785714285714	0.0	0.428571428571	0.333333333333	0.2	0.852917373728
YES	0.0290269738895	0.8	0.0	0.285714285714	0.166666666667	0.0	0.972176586794
YES	0.444444444444	1.0	0.0	0.25	0.0	0.0	1.0
YES	0.495878958995	0.416666666667	0.0	0.375	0.142857142857	0.0	0.306587696129
NO	0.0438832509242	0.428571428571	0.0	0.0	0.0	0.0	0.230116733783
YES	0.586596820004	0.8	0.0	0.454545454545	0.3	0.222222222222	0.51721290286
NO	0.605856900607	0.846153846154	0.0	0.333333333333	0.125	0.0	0.454045222032
YES	0.417351009343	0.772727272727	0.0	0.470588235294	0.375	0.266666666667	0.651890743145
NO	0.218097159642	0.3125	0.0	0.0	0.0	0.0	0.0500620977827
YES	0.999703249318	1.0	0.0	0.888888888889	0.75	0.571428571429	1.0
NO	0.316567581271	0.545454545455	0.0	0.142857142857	0.0	0.0	0.126942698691
YES	0.557824630658	0.733333333333	0.0	0.272727272727	0.1	0.0	0.488527903256
YES	0.0703222175167	0.6	0.0	0.0	0.0	0.0	0.0492646686823
YES	0.249737670514	0.9	0.0	0.166666666667	0.0	0.0	0.499906524432
NO	0.240712052992	0.588235294118	0.0	0.0	0.0	0.0	0.0510164063664
NO	0.665261927206	0.75	0.0	0.375	0.142857142857	0.0	0.79883654789
NO	0.997109373323	0.875	0.0	0.5	0.333333333333	0.0	0.854540119486
NO	0.51724137931	0.714285714286	0.0	0.2	0.0	0.0	0.390957761477
YES	0.50036823513	1.0	0.0	0.333333333333	0.0	0.0	0.904400901312
NO	0.422232888656	0.923076923077	0.0	0.333333333333	0.125	0.0	0.738636562266
NO	0.0770975056689	0.25	0.0	0.0	0.0	0.0	0.162428010422
NO	0.62526058277	0.909090909091	0.0	0.285714285714	0.166666666667	0.0	0.639345029459
NO	0.464025513021	0.666666666667	0.0	0.272727272727	0.1	0.0	0.438915153848
NO	0.312230492982	0.846153846154	0.0	0.333333333333	0.125	0.0	0.593747451317
NO	0.0349866144383	0.727272727273	0.0	0.285714285714	0.166666666667	0.0	0.217852144739
NO	0.502640006145	0.6	0.0	0.0	0.0	0.0	0.609793961967
NO	0.337632206771	0.5	0.0	0.0	0.0	0.0	0.217904164822
YES	0.353843615968	0.6	0.0	0.0	0.0	0.0	0.224885279589
YES	0.218078803655	0.8	0.0	0.272727272727	0.1	0.0	0.312177766381
